experience,education,skill,interview,gender,age_group,race,hire
5,2,92.13,78.3,1,1,0,0
5,1,55.86,67.74,0,0,0,0
3,0,51.72,63.75,0,1,0,1
3,0,70.52,65.58,1,0,0,1
7,1,81.3,79.65,1,1,0,0
3,0,62.5,60.38,0,1,0,1
8,1,100.0,81.93,1,1,1,1
8,2,92.17,71.8,0,0,0,1
5,1,87.23,71.61,0,0,1,1
5,1,74.49,77.26,0,0,0,0
3,1,65.56,67.14,0,1,0,0
3,2,70.68,89.34,0,1,0,0
6,2,91.28,76.57,1,0,0,1
5,1,82.73,89.11,0,1,0,0
4,0,65.81,64.02,0,1,0,1
6,1,81.72,66.93,1,1,0,1
3,0,75.63,55.17,1,0,0,1
12,1,83.36,70.77,1,0,0,1
1,1,63.57,69.92,0,0,0,1
6,0,76.47,76.22,1,1,1,0
1,0,44.11,77.19,0,1,0,0
6,1,81.66,83.83,0,0,0,1
1,2,60.75,85.78,0,1,1,0
4,1,82.42,65.84,0,1,1,0
3,1,92.48,78.87,0,1,0,1
3,0,59.03,59.8,1,0,0,1
5,1,61.5,77.27,0,0,1,0
5,1,73.2,96.29,1,0,0,1
5,1,72.35,60.11,0,1,0,1
9,0,84.61,85.17,0,0,0,1
3,1,73.34,87.25,0,0,0,1
3,0,63.04,61.89,1,0,1,0
6,0,72.91,79.82,1,0,0,1
6,2,70.78,69.84,1,1,1,1
3,0,74.29,73.4,1,1,0,0
7,0,90.18,73.32,1,1,0,1
4,1,61.02,69.51,1,1,0,0
1,2,56.21,85.11,1,0,1,1
7,1,74.98,74.05,0,0,0,1
7,1,66.79,66.14,0,1,0,1
2,2,61.24,73.08,0,1,0,0
5,0,55.98,45.73,0,1,0,0
6,0,70.06,64.21,0,1,0,0
9,0,73.89,89.76,0,0,0,1
3,2,79.73,74.2,0,1,1,1
4,0,62.37,66.74,0,1,0,1
10,0,67.83,75.64,1,1,0,1
4,1,72.83,83.41,0,0,0,1
4,1,62.41,88.43,0,1,0,0
4,1,78.12,70.21,1,1,0,1
7,1,62.34,67.33,0,1,1,0
8,0,54.35,68.19,0,0,0,0
6,1,60.9,84.53,0,0,1,1
6,1,72.82,75.25,0,1,1,0
3,2,73.13,100.0,0,1,0,1
5,0,71.37,72.34,0,1,0,0
6,2,76.35,96.43,0,0,0,1
2,1,60.53,61.39,1,1,0,1
8,0,90.33,61.39,1,0,0,1
5,1,86.69,76.12,1,1,0,0
4,0,77.86,89.25,0,0,0,0
4,2,81.09,70.49,0,0,1,1
2,2,77.89,68.18,1,1,0,0
5,0,61.95,84.69,0,1,0,1
5,0,71.44,82.75,1,0,0,0
4,0,58.6,62.21,0,0,0,1
2,0,53.47,60.48,1,1,0,1
4,0,51.83,80.32,0,0,1,0
4,0,72.06,54.83,0,0,0,1
1,1,68.64,86.68,1,0,0,1
8,0,72.97,82.9,1,0,0,1
4,2,73.66,47.36,0,1,0,1
10,2,71.7,74.53,1,0,0,1
6,1,79.56,52.17,0,1,1,0
3,2,72.84,60.11,0,0,1,1
6,0,80.96,70.16,1,1,0,1
4,0,69.46,58.68,1,0,0,1
3,1,78.06,100.0,1,0,0,1
2,1,68.93,84.15,0,1,0,0
3,1,72.82,90.97,0,1,0,0
5,2,89.31,76.18,1,1,0,1
3,2,74.08,75.18,0,0,0,1
4,1,77.72,94.51,0,0,0,0
3,1,66.56,78.52,0,0,0,0
6,0,70.69,81.48,0,0,0,1
5,0,85.94,66.25,0,1,0,1
5,1,81.41,65.29,0,0,0,1
4,1,67.59,76.65,1,1,0,1
4,1,77.23,79.92,1,0,1,0
6,0,59.2,59.87,0,0,0,1
4,1,70.79,78.46,0,1,1,1
6,0,62.47,57.83,0,0,0,1
4,1,77.52,75.67,0,0,0,1
5,0,68.11,56.37,1,0,0,1
5,0,72.83,90.5,1,0,0,1
4,0,75.74,71.41,1,0,0,0
5,0,65.4,64.76,1,1,0,1
3,2,71.76,60.6,0,0,0,1
4,0,67.63,58.62,0,1,0,1
6,0,63.4,77.92,1,1,0,1
6,1,76.89,87.42,1,1,0,1
1,1,67.42,84.33,0,0,1,1
3,0,68.29,90.42,0,0,1,0
4,0,72.2,95.42,1,0,0,1
6,2,65.97,84.69,0,1,0,0
4,1,60.15,66.0,1,1,0,1
3,0,54.33,72.9,1,1,1,1
14,1,93.93,51.7,0,0,0,1
5,0,67.16,81.08,1,0,1,1
4,0,45.32,70.86,1,0,0,1
5,1,94.47,98.04,1,0,1,1
5,2,60.11,63.1,0,0,0,1
7,0,74.3,81.05,0,0,0,1
7,2,89.63,65.89,1,0,0,1
7,0,66.8,72.04,0,0,1,0
2,0,70.4,54.46,0,0,1,0
5,0,59.92,88.26,0,1,0,1
3,0,67.71,86.17,1,0,0,1
7,2,62.19,66.77,0,1,0,1
2,1,80.73,79.29,0,1,0,1
6,0,72.01,74.86,0,0,1,0
4,2,62.05,65.06,1,1,0,1
8,2,92.29,79.94,1,1,0,1
5,1,91.32,72.95,0,1,0,0
1,2,62.74,84.31,1,0,0,0
2,0,61.9,69.85,0,1,1,0
3,2,70.85,100.0,1,1,0,0
6,1,69.3,72.93,1,0,0,0
8,2,77.24,76.8,1,1,0,1
4,1,66.54,79.64,0,0,0,1
3,0,60.08,82.06,1,0,0,1
6,1,73.44,75.62,1,0,1,1
6,0,67.71,79.62,1,0,0,0
8,0,83.61,78.92,0,0,1,1
6,0,78.72,66.4,0,0,0,1
6,2,66.66,60.76,1,1,1,1
5,0,64.06,81.2,0,1,0,1
4,1,85.51,95.31,1,0,0,0
5,0,72.94,55.02,0,0,0,0
5,2,83.34,59.45,1,0,1,1
6,0,74.39,57.55,0,0,0,1
11,1,84.38,86.18,0,1,0,1
8,2,85.59,87.42,0,0,1,1
7,1,74.96,63.28,0,0,0,1
7,0,82.56,100.0,0,0,0,0
4,1,69.05,69.19,1,0,0,0
8,2,84.87,94.2,1,1,0,0
6,1,84.35,86.57,1,0,0,1
2,0,60.72,60.65,1,0,0,0
4,2,77.29,70.44,0,0,0,1
0,0,56.42,60.81,0,1,0,0
6,1,76.11,59.09,0,1,0,0
0,2,66.76,70.31,1,0,0,0
7,0,68.64,59.35,0,0,0,0
9,1,75.92,73.08,0,0,0,1
7,1,77.28,98.65,1,1,1,1
2,2,84.18,85.2,1,1,1,1
4,0,74.24,68.16,1,0,1,0
8,1,65.21,65.38,1,0,0,1
5,2,75.71,70.33,1,0,1,1
5,0,63.62,97.58,0,0,1,1
6,0,56.38,58.22,1,1,0,0
2,2,76.75,75.33,1,1,0,0
4,0,67.04,78.99,0,0,0,1
7,2,100.0,94.59,0,0,0,1
3,0,62.66,68.54,0,0,1,1
6,0,64.24,61.3,0,0,0,0
2,1,60.27,75.53,1,0,0,1
8,1,76.48,91.07,0,0,0,1
10,1,90.9,74.91,0,1,0,0
5,1,82.05,66.34,1,1,0,0
4,2,100.0,81.32,0,0,1,1
4,0,55.93,51.7,0,0,0,1
8,1,81.86,73.75,1,1,1,1
9,0,71.16,88.37,0,0,0,1
7,1,82.5,87.0,1,0,0,1
7,0,87.83,75.84,0,1,0,1
3,0,74.62,94.84,0,0,1,1
8,1,68.92,96.7,0,0,0,1
7,0,80.85,84.14,0,0,0,1
2,0,42.87,50.96,1,1,0,0
5,1,51.2,47.68,1,0,1,0
7,1,76.51,91.9,1,0,0,0
6,2,88.11,80.56,0,1,0,1
1,1,70.48,93.72,1,0,0,1
3,0,85.06,60.95,1,0,0,1
4,1,74.09,72.88,0,1,1,1
4,0,66.93,85.74,1,1,1,1
3,1,82.55,67.75,0,0,0,1
7,2,80.26,88.23,0,0,1,0
9,1,86.89,75.9,1,1,0,1
4,1,77.49,75.83,1,0,0,0
3,0,56.28,57.05,0,0,1,0
4,1,76.87,78.39,0,0,0,1
4,2,99.85,100.0,1,1,0,1
6,0,83.37,81.33,1,0,0,1
3,0,57.61,62.02,0,0,0,1
10,1,100.0,96.75,0,0,0,1
5,1,81.89,67.24,0,0,0,0
5,0,74.24,95.5,1,1,1,0
3,2,75.03,59.71,0,0,0,0
2,0,70.83,77.44,0,0,0,1
7,0,75.12,93.34,0,0,1,1
5,1,75.2,64.64,1,0,0,1
4,0,66.67,74.33,1,1,0,1
6,1,86.74,91.24,1,0,0,1
5,0,78.63,48.66,0,1,0,1
4,0,66.51,84.42,0,1,0,0
7,0,58.81,70.71,1,1,0,0
4,2,78.36,92.98,1,1,1,1
2,1,61.82,62.43,1,1,1,0
3,1,66.26,56.61,1,1,1,1
8,0,74.75,68.43,1,0,0,1
5,1,64.4,66.11,1,0,0,0
6,1,60.9,69.7,1,0,1,0
2,2,76.92,69.76,1,1,0,1
3,1,71.27,50.16,0,0,0,1
3,1,70.89,73.04,0,1,0,0
7,0,79.11,78.6,1,0,0,1
5,1,68.4,71.36,0,0,0,1
2,1,72.32,77.91,1,0,0,1
2,2,87.37,78.49,0,0,0,0
7,0,71.45,57.71,0,1,0,1
8,0,94.99,75.39,0,0,0,0
4,1,73.5,76.07,0,0,1,1
4,0,59.48,69.05,0,0,1,1
4,0,76.5,57.39,0,1,0,0
3,2,74.87,89.65,1,1,0,1
4,1,83.53,65.04,0,0,0,1
6,2,86.13,62.32,0,1,0,1
5,2,76.72,75.83,0,0,0,0
5,0,85.21,73.25,1,0,0,1
3,1,66.01,80.42,1,0,1,1
6,0,50.34,80.54,1,1,0,0
4,2,86.81,86.01,0,1,0,1
2,1,72.5,74.48,0,1,0,1
5,0,82.84,83.21,1,1,0,1
7,0,65.18,54.32,1,0,0,1
8,1,78.53,88.84,0,0,0,1
0,0,56.4,66.42,0,1,0,0
5,0,79.34,99.51,0,0,0,0
4,1,79.51,89.4,0,0,0,1
6,2,84.15,74.46,1,0,0,1
4,0,70.21,74.3,0,1,0,0
7,1,67.49,87.71,0,1,0,1
2,2,81.69,49.22,0,1,0,1
3,0,73.89,72.86,1,1,0,1
3,2,98.91,100.0,1,0,0,1
5,0,74.71,85.08,1,0,0,1
6,1,83.32,66.61,0,0,0,0
9,1,87.78,81.33,1,0,0,1
6,1,70.03,62.29,0,1,0,1
7,2,96.49,75.2,0,0,0,1
2,0,63.44,76.69,0,0,0,0
2,0,62.07,78.53,1,0,1,1
8,1,79.65,84.68,0,0,1,1
8,2,85.34,91.87,1,0,0,1
8,0,71.14,59.9,0,0,1,1
7,2,86.15,77.52,0,1,0,1
6,0,71.03,64.0,0,0,1,1
2,0,62.18,67.65,0,1,0,1
7,1,83.9,67.73,0,0,0,1
6,0,72.76,80.54,0,0,0,0
5,1,69.46,86.53,0,0,0,0
6,0,64.36,86.16,0,1,0,1
4,0,68.98,60.53,0,1,0,1
4,1,65.53,71.63,0,0,0,1
4,1,64.81,59.37,0,1,0,1
5,1,66.96,59.4,0,1,1,1
4,1,75.55,67.17,0,1,0,1
7,0,85.94,81.31,1,0,0,0
2,1,72.48,80.72,0,1,0,1
4,2,86.87,85.22,0,0,0,1
1,2,71.3,81.37,1,0,0,1
6,0,73.42,64.51,1,1,0,1
1,0,78.53,89.9,1,0,1,0
6,2,90.29,87.7,1,0,0,1
6,1,86.37,72.32,0,1,0,0
0,1,62.36,67.97,0,0,0,1
6,1,76.95,67.5,1,1,0,1
1,0,66.06,57.71,1,1,0,0
4,1,66.94,81.38,1,0,0,1
6,2,58.37,81.54,1,1,0,1
7,1,82.96,65.48,0,1,0,0
6,0,81.61,61.54,0,1,0,1
3,0,66.55,62.07,1,1,1,0
7,0,68.04,74.93,1,0,0,1
6,1,73.69,58.15,1,1,0,1
5,0,49.72,83.48,1,1,0,1
7,0,70.67,86.95,0,1,1,0
4,2,66.85,78.46,0,0,0,1
7,0,67.0,83.12,1,1,1,1
1,0,50.34,70.77,1,0,0,0
2,0,51.19,75.82,0,1,0,1
2,0,53.96,55.19,0,0,0,1
6,1,83.33,93.35,0,0,0,1
8,2,80.9,70.33,0,0,0,0
6,2,70.92,72.64,1,1,0,1
0,1,72.54,100.0,0,1,0,1
10,1,86.29,74.62,0,1,0,1
2,1,45.36,77.95,1,0,0,1
5,0,79.96,82.17,0,0,0,0
8,0,76.72,59.35,1,0,0,1
5,2,87.7,65.54,0,0,0,1
4,0,65.75,97.58,1,0,0,1
3,0,82.05,83.36,0,0,0,1
7,1,75.18,74.83,0,0,0,0
7,1,52.64,64.1,1,1,0,1
3,0,57.11,75.26,1,1,0,1
3,0,71.02,79.19,0,0,1,1
2,0,65.59,75.84,1,0,0,1
2,1,67.77,86.38,0,1,0,1
7,0,64.14,62.42,1,0,0,0
4,1,73.18,62.63,0,1,0,1
1,1,66.86,85.89,0,0,0,0
3,2,75.75,100.0,0,0,0,1
10,0,85.38,87.19,0,1,0,0
3,0,67.82,89.14,0,0,0,1
6,1,74.48,74.0,0,1,0,1
4,1,62.97,75.79,0,0,0,0
5,0,83.6,79.75,0,1,0,1
3,1,90.82,77.5,0,1,0,1
7,0,91.44,95.22,1,0,0,0
5,0,76.99,88.79,1,0,0,1
2,1,52.25,65.66,1,0,0,1
6,0,54.03,51.06,1,1,0,0
3,2,70.52,73.34,1,0,0,0
2,1,68.45,59.83,1,0,0,0
7,1,78.04,75.89,0,0,0,1
6,1,78.94,62.88,0,0,0,0
3,1,57.08,86.49,0,1,1,0
5,0,86.07,85.43,0,0,0,1
7,2,99.05,87.73,1,0,0,0
4,2,64.89,85.84,1,0,0,1
4,0,49.38,74.57,0,0,0,1
3,0,65.1,79.58,1,0,0,1
6,0,84.62,94.14,0,1,1,0
4,1,72.68,72.92,0,0,0,1
5,1,77.6,82.78,1,0,0,0
7,2,79.6,63.28,1,0,0,0
4,1,74.46,75.84,1,0,0,0
3,1,80.44,100.0,1,1,1,0
1,1,71.12,84.0,0,0,0,0
5,1,80.76,75.12,0,0,0,0
8,1,64.37,76.05,0,0,1,0
5,1,96.38,79.02,1,0,0,1
5,1,58.49,74.48,0,1,0,1
3,1,72.56,69.72,0,1,1,1
3,1,69.5,79.84,1,1,0,1
6,1,75.93,81.55,1,0,0,1
5,1,83.7,76.82,1,0,0,0
7,1,71.92,76.07,0,0,0,1
6,1,72.67,78.62,0,0,0,1
8,1,69.53,67.58,0,1,0,0
8,1,92.22,84.27,1,0,0,1
8,0,78.66,85.09,0,0,0,1
9,0,84.37,94.45,1,0,0,0
5,1,83.12,80.44,1,0,0,1
3,1,90.91,71.52,0,1,0,1
4,2,96.17,78.0,0,0,0,1
5,0,73.23,60.93,1,0,0,1
6,0,73.58,83.44,1,1,0,0
7,0,68.68,49.02,1,0,0,1
4,0,75.44,87.38,0,0,0,0
6,1,84.07,90.56,0,0,0,1
13,0,78.71,40.57,1,0,0,1
3,1,78.2,90.94,1,0,0,0
7,1,89.08,90.14,0,0,1,0
7,1,67.78,70.08,0,1,0,1
2,2,75.9,60.88,1,0,0,1
5,1,74.34,64.82,0,0,0,0
2,0,63.95,63.69,1,0,0,1
4,2,68.47,89.49,0,1,0,1
3,2,57.73,66.16,1,1,1,0
3,0,58.45,82.55,1,1,0,1
1,0,53.05,69.12,0,0,1,1
7,0,77.53,76.17,1,1,0,1
4,0,71.7,55.48,1,0,1,0
9,2,91.13,64.46,1,0,0,1
4,1,59.03,87.32,0,1,0,0
6,0,60.8,70.29,1,0,0,1
3,2,69.83,77.57,1,0,0,1
8,1,81.23,97.92,0,0,0,1
6,0,68.65,72.2,1,1,0,1
5,2,83.11,74.41,0,0,0,1
3,2,85.75,91.62,0,1,1,1
11,2,82.01,76.55,0,0,0,1
7,1,69.39,77.72,0,1,1,0
6,1,78.35,87.63,1,0,0,1
6,0,71.18,74.24,1,1,0,0
6,1,84.43,86.34,0,0,0,1
6,2,82.08,75.02,1,0,0,1
5,0,87.41,89.25,0,0,0,1
8,1,65.12,78.08,1,0,0,1
6,1,85.4,74.38,0,0,0,1
8,0,77.99,76.49,0,0,0,1
13,1,76.97,46.06,0,0,0,1
4,0,47.32,83.79,1,0,1,1
1,1,55.75,56.09,0,0,0,0
4,0,80.09,63.19,0,0,0,0
2,2,84.95,71.73,0,0,1,1
7,0,72.71,53.03,0,0,0,0
4,0,64.38,78.49,1,0,0,1
5,0,61.44,76.62,0,0,1,0
8,2,84.13,70.99,1,1,0,1
6,1,72.26,66.32,0,0,0,1
5,1,92.1,70.1,1,0,0,1
2,1,56.63,78.7,0,0,0,1
6,1,80.92,57.06,1,1,0,1
5,0,87.57,72.61,0,1,1,1
6,1,84.75,58.6,1,1,1,1
3,0,54.76,80.18,1,1,1,1
6,2,66.58,69.28,1,0,0,0
6,1,79.74,82.51,0,0,0,1
4,1,74.51,89.9,1,0,0,0
7,0,86.32,92.46,1,0,1,1
4,1,78.48,63.43,0,1,0,1
0,0,55.15,74.74,0,1,0,1
9,0,72.47,87.95,0,0,0,0
1,0,48.94,78.15,0,1,0,1
6,1,78.29,85.2,1,1,0,1
4,1,58.96,50.39,1,0,0,0
5,0,79.1,83.99,0,0,0,1
6,0,77.89,66.06,1,1,1,1
8,1,86.57,85.29,0,1,0,1
4,1,59.78,79.67,1,1,0,0
5,0,68.5,80.78,1,0,0,0
10,0,76.11,73.89,1,0,1,0
5,2,81.03,92.0,1,1,0,1
7,2,89.29,83.98,0,0,0,1
6,2,76.86,79.23,0,1,0,1
4,2,73.24,63.44,0,0,0,0
3,0,72.8,79.31,0,0,1,1
5,0,58.71,95.49,1,1,1,1
4,0,60.53,55.42,0,0,0,0
4,0,68.06,82.37,1,1,0,1
5,2,89.0,88.07,1,1,0,1
2,1,59.31,92.57,0,0,0,1
7,1,96.9,88.09,0,0,0,1
3,0,52.49,70.63,0,0,0,0
5,2,95.5,84.17,1,0,0,1
6,2,94.0,75.58,1,0,1,1
8,0,61.7,86.97,0,1,0,1
5,2,63.68,54.15,0,0,0,1
3,0,73.2,68.79,0,1,0,1
3,0,62.23,77.8,1,0,0,1
5,1,64.93,87.04,0,0,1,1
7,1,97.12,79.26,0,0,0,1
5,0,58.06,62.22,1,1,0,0
5,0,62.73,70.02,1,0,0,1
10,2,83.92,72.38,1,0,0,0
2,1,41.01,64.35,0,0,1,1
6,1,77.91,70.36,1,1,0,1
7,0,64.88,67.76,1,0,1,0
4,0,76.11,54.63,0,0,1,1
11,0,91.41,81.88,1,1,1,1
5,0,72.32,82.56,0,1,1,1
4,0,70.43,92.07,0,1,0,1
1,0,63.64,83.05,1,0,1,1
11,1,80.0,85.71,0,0,0,1
3,0,59.85,75.52,1,1,0,0
2,2,87.23,56.3,0,1,0,1
7,0,81.35,79.63,0,0,0,0
5,1,77.06,76.76,1,1,0,1
1,0,68.0,85.96,1,0,0,1
6,1,76.39,82.09,0,1,0,1
4,0,69.85,72.41,1,1,0,1
9,2,93.95,100.0,0,0,0,1
4,1,52.26,80.63,1,0,0,1
9,1,92.06,82.49,0,0,0,1
5,0,78.34,81.13,1,0,0,0
2,1,61.19,72.97,0,0,0,0
8,1,93.44,78.89,1,0,0,1
2,0,41.83,42.32,1,1,0,0
7,1,82.53,65.52,0,1,0,0
9,2,88.4,71.19,1,0,0,1
3,1,67.91,78.99,0,1,0,0
3,2,76.19,55.42,0,1,0,0
6,2,87.83,71.31,1,0,1,1
7,2,65.94,65.4,0,0,0,1
2,1,79.01,77.2,0,1,1,0
9,1,78.9,81.22,0,0,0,1
5,1,85.15,69.28,1,1,0,1
5,1,81.44,69.4,0,1,1,1
3,2,71.69,66.17,0,0,0,1
6,0,71.21,69.56,1,0,0,1
6,0,71.79,73.75,1,1,0,0
4,0,84.06,92.59,1,1,0,1
6,0,60.6,59.97,1,1,0,1
8,0,71.62,95.33,1,0,0,0
4,1,57.18,56.63,0,1,1,1
6,0,73.24,86.1,0,0,1,1
4,1,66.76,67.64,1,1,0,1
9,1,77.98,64.66,1,0,0,0
5,0,84.85,92.77,1,0,0,1
7,0,65.77,74.13,0,1,0,1
2,1,67.4,74.0,0,1,0,1
4,1,68.41,70.36,1,0,0,0
4,2,74.04,67.83,1,0,0,1
7,2,100.0,77.88,1,0,1,1
3,2,58.65,33.01,1,0,0,1
4,1,79.44,53.64,0,1,0,0
3,2,100.0,84.71,1,0,0,1
3,2,86.79,91.55,1,0,0,1
2,2,74.47,91.26,0,0,0,0
10,0,68.27,62.17,0,0,0,0
3,2,89.05,80.12,1,1,1,1
2,1,78.37,49.35,1,0,0,1
6,1,61.7,68.12,0,0,0,1
4,0,64.8,82.84,0,0,1,0
6,0,59.94,71.78,0,0,0,1
2,0,35.4,63.1,0,0,1,1
4,0,55.71,70.98,1,0,0,0
9,0,79.05,91.21,1,1,0,0
10,2,95.8,76.22,1,1,0,1
5,0,66.77,74.22,1,1,0,1
2,0,77.74,93.78,0,0,0,1
3,0,76.29,72.52,0,1,0,1
7,1,77.75,55.91,0,0,0,0
6,0,69.47,90.32,0,0,1,1
4,0,71.83,86.55,0,1,0,1
2,1,68.82,47.16,1,1,0,0
7,1,64.74,71.39,1,1,0,1
6,0,69.05,73.54,1,0,0,1
7,0,80.66,92.55,1,0,0,1
7,0,87.15,77.26,1,0,0,0
3,2,85.6,79.11,1,0,1,1
3,0,69.34,76.23,0,1,0,1
4,1,87.57,71.92,1,0,0,1
5,0,74.24,90.41,0,0,0,0
2,1,68.11,64.12,0,0,0,1
4,0,82.79,70.73,0,1,0,1
7,0,81.2,76.17,1,1,1,0
5,1,88.02,61.55,1,0,0,0
6,0,60.12,93.21,1,1,0,0
4,0,59.4,71.87,1,0,0,1
9,1,74.83,84.86,0,1,1,0
2,2,75.82,63.67,1,0,0,1
6,0,90.24,86.59,1,0,0,1
4,1,61.61,81.88,1,1,0,1
3,2,85.05,88.3,0,1,0,1
6,2,69.97,96.85,0,0,0,1
7,1,100.0,73.3,1,1,0,1
8,1,65.03,70.77,0,0,1,0
9,0,85.4,66.94,1,0,0,1
5,1,83.8,75.61,0,1,0,1
4,0,74.2,82.81,1,0,0,1
3,0,57.23,78.77,0,1,0,0
7,1,68.44,93.38,1,1,0,1
4,0,80.72,82.03,0,1,0,1
8,1,91.48,78.3,1,0,1,1
8,1,91.35,65.17,0,1,0,0
1,1,78.56,86.11,1,0,0,1
5,0,54.64,69.05,1,1,1,1
4,0,52.34,81.14,0,0,0,1
3,1,64.29,67.76,1,1,0,0
2,2,69.2,88.25,0,0,0,1
8,0,70.14,78.66,0,0,0,1
8,0,78.77,87.66,0,1,1,1
3,2,87.15,82.06,1,1,0,0
4,0,65.06,61.91,0,1,0,1
12,2,85.85,72.78,0,0,1,1
3,1,79.13,60.46,1,0,0,1
3,1,68.18,75.85,1,0,0,1
4,0,69.07,56.26,0,0,0,1
3,0,62.68,76.06,1,0,0,1
4,0,71.4,30.85,1,0,0,0
6,2,71.86,84.09,0,1,0,1
4,1,80.26,62.81,1,1,0,0
3,1,70.67,62.69,0,1,0,1
8,1,73.36,91.13,1,0,0,0
2,0,69.31,77.7,0,0,0,1
3,1,63.35,82.83,1,1,0,1
7,1,71.79,62.29,0,1,0,1
3,1,58.99,83.34,1,0,0,0
7,0,56.96,69.74,0,0,0,0
5,1,80.34,77.48,0,0,0,1
2,2,85.66,95.01,0,0,0,1
9,1,78.49,61.74,1,0,0,1
4,0,60.02,82.96,0,1,0,1
3,1,52.88,75.2,0,1,0,1
1,0,40.27,65.5,0,0,1,0
2,1,76.27,62.12,1,1,0,1
6,2,62.26,69.76,0,1,0,0
10,1,73.56,64.89,1,0,0,0
6,1,79.83,90.21,0,1,0,1
6,1,77.9,76.68,0,0,1,0
2,0,67.25,65.33,1,0,1,1
4,0,68.07,56.36,1,0,0,0
5,2,76.43,69.73,0,0,0,1
8,1,69.62,88.76,0,0,0,1
5,0,63.66,74.07,0,0,0,1
3,0,63.11,70.46,1,1,0,1
1,1,48.1,90.0,0,0,0,0
7,1,71.14,69.25,1,0,0,1
7,2,80.28,66.36,0,0,0,1
4,0,61.11,77.07,0,1,0,1
4,2,74.57,79.95,0,0,0,0
4,1,79.69,68.9,1,1,0,1
9,1,90.91,68.61,1,0,0,1
1,1,82.11,93.79,0,0,0,1
3,0,50.92,64.99,1,1,0,0
4,2,73.79,57.34,0,0,0,1
3,0,78.28,77.97,1,0,0,0
3,0,48.54,80.44,0,0,0,1
